file	transcription
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19770307.wav	salió del lugar llorando amargada mente repitiendo que su madre ya se murió
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19770308.wav	grace barnett wing nació en evanston illinois muy cerca de chicago
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19770309.wav	administrativamente depende del ayuntamiento de san luis que se encuentra a unos cinco kilómetros
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19770310.wav	vamos a contar mentiras por el monte corren las sardinas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20234825.wav	sus casas tradicionales son carpas cónicas cubiertas con pieles de animales
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20234826.wav	mentir implica falsear intencionalmente y conscientemente
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20234827.wav	recibió en tres ocasiones el premio nacional de ingeniería
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20234828.wav	durante su gobierno se obtiene la abolición de la enmienda platt
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20234829.wav	inició su carrera como becaria en la emisora local de cadena ser
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21997012.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21997015.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21997022.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21997025.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21997026.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19139925.wav	el centro administrativo es la ciudad de morena
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19139926.wav	a lo largo del juego holmes utiliza su lupa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19139927.wav	dos hechos fortuitos le otorgan el favor de la fortuna
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19139928.wav	fue el primero en describir la interpretación geológica detallada de los alpes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19139929.wav	el mundo lo diseña la mirada los recuerdos las relaciones
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19270663.wav	allí se comenzó a construir el nuevo club
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19270664.wav	ha dirigido y colaborado en varios proyectos de investigación
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19270665.wav	fue ingeniero en jefe de telesistema mexicano
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19270666.wav	otro cuenta de un galeón español hundido fuera de la costa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19270667.wav	azam ali aparece como vocalista
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020427.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020428.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020429.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020430.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020432.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22033789.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22033794.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22033796.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22033799.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22033800.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22024799.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22024800.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22024801.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22024802.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22024803.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020362.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020363.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020364.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020365.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020366.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22030758.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22030766.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22030770.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22030775.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22030779.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25566349.wav	se encuentra en omán y en arabia saudita
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25566352.wav	tuvieron como sede el estadio tomás arrieta
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25566508.wav	se encuentran en áfrica cuenca central del río congo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25566533.wav	lista de reproducción del álbum en youtube
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25566581.wav	el socialista antonio jara andreu sería posteriormente elegido en su lugar
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22037732.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22037734.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22037735.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22037736.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22037737.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22100741.wav	fue nombrado wuhan en homenaje a wuhan ciudad de la república popular china
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22100742.wav	el partido popular se mostró contrario a la asignatura
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22100744.wav	su sede central está situada en erie pensilvania estados unidos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22100760.wav	es columnista del periódico reforma
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22100762.wav	la directora cree que sólo la severidad puede curarla
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22206637.wav	tendrían por tanto una dimensión práctica de aplicación en la situación española
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22206678.wav	comenzó a jugar al golf a los tres años influenciado por su padre
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22206679.wav	fue integrante de la plantilla realista bicampeona de liga
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22206681.wav	perteneció a una familia de juristas y regidores de la villa de albacete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22206682.wav	el eslogan de la película es este verano finalmente es seguro volver al agua
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19711326.wav	y edificios separados por grandes distancias pueden ser muy similares
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19711327.wav	llegaron al valle geográfico del cauca especialmente por el norte y sur
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19711328.wav	hiroki bandai
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19711329.wav	por lo que hay varias versiones de los hechos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19711331.wav	está compuesto por temas nuevos en su mayoría
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19610811.wav	ha desarrollado resistencia al glifosato siendo actualmente imposible de matar con ese herbicida
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19610812.wav	ha sido internacional con la selección de fútbol de canadá
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19610814.wav	un grupo de dinamarca está tratando lo mismo con el bovino de taurus
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19610815.wav	esta transformación o humanización del sátiro aparece en el arte griego tardío
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19610817.wav	era primo de juan margarit y pau obispo de elna y gerona
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22722870.wav	grace ha coescrito y coproducido la película
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22722871.wav	ha publicado en total más de veinte libros y numerosos trabajos de investigación
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22722872.wav	su gobernador durante los tres años de existencia fue el militar brasileño ramiro noronha
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22722873.wav	radiohead cita a can neu
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22722874.wav	ninguno de estos casos es justo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19857320.wav	alvarez ganó la pelea por decisión dividida
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19857321.wav	esta playa es bastante concurrida y muy famosa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19857322.wav	la diplomacia era un instrumento para lograr este fin
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19857323.wav	se ubica en los terrenos de un antiguo patio de colegio
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19857324.wav	obtuvo excelentes críticas y fue el sencillo de mayor ventas del álbum
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19599229.wav	aquí empezó la leyenda de que la imagen del señor fue obra de ángeles
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19599230.wav	es la ciudad más meridional de china
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19599231.wav	tras su renuncia fue sucedido interinamente por francisco carvajal
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19599232.wav	destacó por sus papeles de antagonista en telenovelas venezolanas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19599233.wav	se usa el pan llamado bolillo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19061669.wav	necesito tenerlo todo controlado y huyo de situaciones embarazosas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19061670.wav	sólo tenemos una semana antes de la mudanza
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19061671.wav	no tenemos pan
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19061672.wav	y entonces recordé vagamente haber escuchado sus ladridos momentos antes mientras dormía
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19061673.wav	estaba pensando en mis cosas en vez de ayudar a poner la red
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999087.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999088.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999089.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999091.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999096.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609303.wav	en la parte superior corona real
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609304.wav	tiene campus en rostov y taganrog
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609305.wav	es el subproducto del proteccionismo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609306.wav	se puede comprobar que el poliedro que obtenido aún sigue teniendo caras regulares
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609309.wav	tipitapa es de origen indígena de la vertiente chorotega
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20233711.wav	para dedicarse a su trabajo como abogado dejó la pintura por un tiempo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20233712.wav	poco a poco empieza la edificación en el pueblo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20233713.wav	para aumentar la visibilidad por lo general son pintados en blanco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20233714.wav	se decoraba con escenas de mujeres tejiendo o incluso amazonas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20233715.wav	chinandega fue llamada ciudad mártir debido al incendio que sufrió durante esta terrible batalla
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20067217.wav	escribió novelas relatos y biografías
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20067218.wav	es importante consultar siempre ya que no es un descuento obligatorio
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20067219.wav	entonces el matrimonio se vino abajo y hace cuatro años están separados
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20067220.wav	con el tiempo la saya pasó a designar únicamente la falda
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20067221.wav	además ha impartido conferencias tanto en extremadura como fuera de ella
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19667351.wav	cuando más cerrados sean estos giros mejor efectuado estará el looping cuadrado
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19667352.wav	la hoja de la espada toma un tono rojizo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19667354.wav	la banda fue originalmente llamada false metal
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19667355.wav	aproximándose a la masa crítica firestorm se eleva hacia el cielo y explota
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19667356.wav	la acumulación de tejido adiposo en las zonas afectadas hace más aparente el trastorno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21988933.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21988937.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21988940.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21988942.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21988945.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20065927.wav	la avispa emerge del nido para continuar con su ciclo de vida
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20065928.wav	en sus orígenes estaba formado exclusivamente de japonesas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20065930.wav	se jugaron varios partidos amistosos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20065933.wav	sin embargo cuando la tripulación regresó el barco se había liberado de los hielos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20065936.wav	así como el universo gira alrededor de los cuatro puntos cardinales
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20246846.wav	davies considera que un viaje de solo ida a marte es una opción viable
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20246847.wav	la parte ventral del cuerpo es de color cobrizo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20246848.wav	las hojas son cónicas con escamas de color gris muy claro en ambos lados
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20246849.wav	fue muy divertido pero mucho de fiesta
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20246850.wav	además ellos recomendaban cingular wireless y chevy cobalt
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20315404.wav	el dúo ganó la semifinal y finalmente ganó la final nacional
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20315405.wav	capital del departamento cerro de pasco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20315406.wav	la función de los chakras era la de recibir acumular y distribuir esos aires
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20315407.wav	consta de un diploma y medalla de reconocimiento otorgados por ministerio
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20315408.wav	rolando es hijo del juglar vallenato calixto ochoa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21950231.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21950233.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21950235.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21950237.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21950239.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19610346.wav	dentro del plano frontal encontramos la escoliosis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19610347.wav	fructifica en julioagosto
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19610348.wav	en dicho informe no se recogían los efectos en el territorio de olivenza
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19610349.wav	primera ley
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19610350.wav	pasó luego a desempeñar el cargo de embajador en italia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19596588.wav	la aldea se encuentra en andong provincia de gyeongsang del norte corea del sur
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19596589.wav	además todos los innumerables taxones infraespecíficos descritos son meros sinónimos de la especie
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19596590.wav	este medicamento debe tomarse en forma regular para ser eficaz
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19596591.wav	harris es elegible para jugar en escocia por su abuela natal de currie
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19596592.wav	la grabación se perdió hasta hace poco tiempo cuando david gilmour descubrió las cintas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19139644.wav	es infrecuente pero encontrado de vez en cuando en belice y en honduras
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19139646.wav	elsewhere y dynasty entre otras
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19139682.wav	la mayor parte de estos caminos estaba sin pavimentar
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19139685.wav	está formada por cinco miembros
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19139686.wav	la ciudad es conocida por su historia musical y naturaleza única
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19960521.wav	los agrios son la base del comercio exterior
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19960522.wav	la descripción de las huellas descubiertas en broome fue publicada en la revista gaia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19960523.wav	más tarde se retiró del servicio activo y se dedicó a las tareas agrícolas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19960524.wav	la cúpula no es la original
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19960525.wav	son uno del colonos negrito originales en las todas las filipinas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18526438.wav	 no puedo agarrarme por mas tiempo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18526439.wav	estaba muy bella arrebujada en aquella túnica de seda
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18526440.wav	para evitar que el contagio se propague por el barco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18526441.wav	para tu gobierno ya no pueden seguir dándote la mesada
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18526442.wav	por favor es que esas eran las condiciones
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21473473.wav	en sus casetones hallamos motivos históricos religiosos costumbristas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21473474.wav	en este conoce a sara una periodista y ambos se enamoran
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21473475.wav	está cubierta de bosque en la mayor parte de su superficie
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21473476.wav	antes de viajar a inglaterra graban unos demos en noruega
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21473477.wav	dictó las primeras disposiciones para realizar los estudios del ferrocarril de canfranc
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21475212.wav	no se informó la causa de su muerte
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21475213.wav	su hábitat natural son los bosques bajos húmedos subtropicales o tropicales
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21475214.wav	los foo fighters fueron observados por pilotos militares británicos estadounidense alemanes y japoneses
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21475215.wav	los vientos y la guitarra bien combinados
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21475216.wav	john wisdom es un joven que acaba de salir de la universidad
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20009010.wav	el equipo paralímpico sirio no obtuvo ninguna medalla en estos juegos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20009011.wav	habita en los estados mexicanos de chiapas oaxaca y tabasco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20009012.wav	contribuye a la formación de suelo con gran cantidad de hojarasca
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20009013.wav	pero no tuvieron suerte
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20009014.wav	estas inestables discusiones fronterizas causaron mucha tensión entre los dos reinos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19601434.wav	ésta es la bandera de mayor duración en la historia afgana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19601435.wav	otros anuncios incluyen apariciones en mcdonald
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19601436.wav	y me volví
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19601437.wav	seguidamente la familia buscó refugio en inglaterra y escocia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19601438.wav	el álbum no contiene canciones de ella si no son covers de motown
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22179370.wav	sus películas más recientes son hell ride con quentin tarantino y forgotten pills
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22179389.wav	de origen vizcaíno en su ascenso social perdió el apellido martínez de su padre
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22179390.wav	bulla anotó el primer gol de su equipo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22179391.wav	se cultiva a pleno sol o a media sombra
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22179392.wav	el faraón quería buscar un paso hacia occidente desde el mar rojo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19614694.wav	son especies comúnmente mantenidas en acuarios de agua dulce
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19614697.wav	leónidas se decide a guiar a sus hoplitas al combate sin aguardar el choque
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19614699.wav	la camisa de tela blanca llana y sin cuello
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19614701.wav	magnus buscó reducir la deuda
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19614703.wav	su nomenclatura es muy diversa dependiendo siempre del tipo de autómata y fabricante
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22096988.wav	se tuvieron que disputar tres partidos para dilucidar el campeón
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22096989.wav	más hacia el oeste y contigua a la barra se encuentra la playa montoya
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22096990.wav	mór fue colocada bajo un encantamiento y perdió sus sentidos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22096991.wav	su obra conjuga lo ficticio y lo cotidiano en sus notas más precisas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22096992.wav	cuando se sirve como postre se suele acompañar de nata o caramelo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19598158.wav	localizado al nordeste de la provincia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19598159.wav	el motor puede ser tanto de aviación como automotriz
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19598160.wav	su madre es afroamericana y su padre es italoamericano
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19598161.wav	como locutora de radio trabajaba en top beat
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19598162.wav	la compañía empezó con vuelos turísticos y visitas de día a aruba y bonaire
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21987754.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21987758.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21987762.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21987766.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21987771.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976456.wav	kenpachi se ve muy emocionado por la noticia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976457.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976458.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976459.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976460.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18770707.wav	lo sabremos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18770708.wav	ponme doscientos cincuenta gramos de jamón dulce
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18770709.wav	no estamos apuntando al camión
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18770710.wav	pensaba que me iban a salir escamas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18770711.wav	me duele la cabeza
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19656133.wav	suele colaborar con medios de comunicación audiovisuales y escritos de ámbito autonómico y nacional
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19656134.wav	prefiere la sombra parcial en climas calurosos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19656135.wav	da conferencias sobre análisis políticos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19656136.wav	previamente obiang había solicitado a españa que enviara tropas para protegerle pero se negaron
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19656137.wav	la sede social de la empresa sigue siendo desde su fundación bonn
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20180553.wav	burbujas de aire
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20180554.wav	es una especie terrestre y habita en selvas de tierras bajas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20180555.wav	se puede encontrar en colombia ecuador perú y venezuela
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20180556.wav	es el sexto de siete hermanos y pertenece al pueblo masai
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20180557.wav	se consume durante todo el año principalmente asado y frito
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19946977.wav	tiene una relación difícil con su madre y se pelea con ella a menudo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19946980.wav	en este enclave existen instalaciones militares abandonadas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19946981.wav	la última edición de segunda era fue vikingos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19946982.wav	muchos comentaristas posteriores comentaron ambas obras
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19946983.wav	en sus tierras se libraron las dos batallas de los vados del isen
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670589.wav	se encuentran aves que frecuentan pastizales cultivos rastrojos y bosques
